id_number,pokedex_number,name,generation,status,species,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_1,egg_type_2,percentage_male,egg_cycles
460,385,Jirachi,3,Mythical,Wish Pokémon,Steel,Psychic,0.3,1.1,Serene Grace,,,100,100,100,100,100,100,3,100,270,Slow,Undiscovered,,,120
461,386,Deoxys Normal Forme,3,Mythical,DNA Pokémon,Psychic,,1.7,60.8,Pressure,,,50,150,50,150,50,150,3,0,270,Slow,Undiscovered,,,120
462,386,Deoxys Attack Forme,3,Mythical,DNA Pokémon,Psychic,,1.7,60.8,Pressure,,,50,180,20,180,20,150,3,0,270,Slow,Undiscovered,,,120
463,386,Deoxys Defense Forme,3,Mythical,DNA Pokémon,Psychic,,1.7,60.8,Pressure,,,50,70,160,70,160,90,3,0,270,Slow,Undiscovered,,,120
464,386,Deoxys Speed Forme,3,Mythical,DNA Pokémon,Psychic,,1.7,60.8,Pressure,,,50,95,90,95,90,180,3,0,270,Slow,Undiscovered,,,120
465,387,Turtwig,4,Normal,Tiny Leaf Pokémon,Grass,,0.4,10.2,Overgrow,,Shell Armor,55,68,64,45,55,31,45,70,64,Medium Slow,Grass,Monster,87.5,20
466,388,Grotle,4,Normal,Grove Pokémon,Grass,,1.1,97,Overgrow,,Shell Armor,75,89,85,55,65,36,45,70,142,Medium Slow,Grass,Monster,87.5,20
467,389,Torterra,4,Normal,Continent Pokémon,Grass,Ground,2.2,310,Overgrow,,Shell Armor,95,109,105,75,85,56,45,70,236,Medium Slow,Grass,Monster,87.5,20
468,390,Chimchar,4,Normal,Chimp Pokémon,Fire,,0.5,6.2,Blaze,,Iron Fist,44,58,44,58,44,61,45,70,62,Medium Slow,Field,Human-Like,87.5,20
469,391,Monferno,4,Normal,Playful Pokémon,Fire,Fighting,0.9,22,Blaze,,Iron Fist,64,78,52,78,52,81,45,70,142,Medium Slow,Field,Human-Like,87.5,20
470,392,Infernape,4,Normal,Flame Pokémon,Fire,Fighting,1.2,55,Blaze,,Iron Fist,76,104,71,104,71,108,45,70,240,Medium Slow,Field,Human-Like,87.5,20
471,393,Piplup,4,Normal,Penguin Pokémon,Water,,0.4,5.2,Torrent,,Defiant,53,51,53,61,56,40,45,70,63,Medium Slow,Field,Water 1,87.5,20
472,394,Prinplup,4,Normal,Penguin Pokémon,Water,,0.8,23,Torrent,,Defiant,64,66,68,81,76,50,45,70,142,Medium Slow,Field,Water 1,87.5,20
473,395,Empoleon,4,Normal,Emperor Pokémon,Water,Steel,1.7,84.5,Torrent,,Defiant,84,86,88,111,101,60,45,70,239,Medium Slow,Field,Water 1,87.5,20
474,396,Starly,4,Normal,Starling Pokémon,Normal,Flying,0.3,2,Keen Eye,,Reckless,40,55,30,30,30,60,255,70,49,Medium Slow,Flying,,50,15
475,397,Staravia,4,Normal,Starling Pokémon,Normal,Flying,0.6,15.5,Intimidate,,Reckless,55,75,50,40,40,80,120,70,119,Medium Slow,Flying,,50,15
476,398,Staraptor,4,Normal,Predator Pokémon,Normal,Flying,1.2,24.9,Intimidate,,Reckless,85,120,70,50,60,100,45,70,218,Medium Slow,Flying,,50,15
477,399,Bidoof,4,Normal,Plump Mouse Pokémon,Normal,,0.5,20,Simple,Unaware,Moody,59,45,40,35,40,31,255,70,50,Medium Fast,Field,Water 1,50,15
478,400,Bibarel,4,Normal,Beaver Pokémon,Normal,Water,1,31.5,Simple,Unaware,Moody,79,85,60,55,60,71,127,70,144,Medium Fast,Field,Water 1,50,15
479,401,Kricketot,4,Normal,Cricket Pokémon,Bug,,0.3,2.2,Shed Skin,,Run Away,37,25,41,25,41,25,255,70,39,Medium Slow,Bug,,50,15
480,402,Kricketune,4,Normal,Cricket Pokémon,Bug,,1,25.5,Swarm,,Technician,77,85,51,55,51,65,45,70,134,Medium Slow,Bug,,50,15
481,403,Shinx,4,Normal,Flash Pokémon,Electric,,0.5,9.5,Rivalry,Intimidate,Guts,45,65,34,40,34,45,235,70,53,Medium Slow,Field,,50,20
482,404,Luxio,4,Normal,Spark Pokémon,Electric,,0.9,30.5,Rivalry,Intimidate,Guts,60,85,49,60,49,60,120,100,127,Medium Slow,Field,,50,20
483,405,Luxray,4,Normal,Gleam Eyes Pokémon,Electric,,1.4,42,Rivalry,Intimidate,Guts,80,120,79,95,79,70,45,70,235,Medium Slow,Field,,50,20
484,406,Budew,4,Normal,Bud Pokémon,Grass,Poison,0.2,1.2,Natural Cure,Poison Point,Leaf Guard,40,30,35,50,70,55,255,70,56,Medium Slow,Undiscovered,,50,20
485,407,Roserade,4,Normal,Bouquet Pokémon,Grass,Poison,0.9,14.5,Natural Cure,Poison Point,Technician,60,70,65,125,105,90,75,70,232,Medium Slow,Fairy,Grass,50,20
486,408,Cranidos,4,Normal,Head Butt Pokémon,Rock,,0.9,31.5,Mold Breaker,,Sheer Force,67,125,40,30,30,58,45,70,70,Erratic,Monster,,87.5,30
487,409,Rampardos,4,Normal,Head Butt Pokémon,Rock,,1.6,102.5,Mold Breaker,,Sheer Force,97,165,60,65,50,58,45,70,173,Erratic,Monster,,87.5,30
488,410,Shieldon,4,Normal,Shield Pokémon,Rock,Steel,0.5,57,Sturdy,,Soundproof,30,42,118,42,88,30,45,70,70,Erratic,Monster,,87.5,30
489,411,Bastiodon,4,Normal,Shield Pokémon,Rock,Steel,1.3,149.5,Sturdy,,Soundproof,60,52,168,47,138,30,45,70,173,Erratic,Monster,,87.5,30
490,412,Burmy,4,Normal,Bagworm Pokémon,Bug,,0.2,3.4,Shed Skin,,Overcoat,40,29,45,29,45,36,120,70,45,Medium Fast,Bug,,50,15
491,413,Wormadam Plant Cloak,4,Normal,Bagworm Pokémon,Bug,Grass,0.5,6.5,Anticipation,,Overcoat,60,59,85,79,105,36,45,70,148,Medium Fast,Bug,,0,15
492,413,Wormadam Sandy Cloak,4,Normal,Bagworm Pokémon,Bug,Ground,0.5,6.5,Anticipation,,Overcoat,60,79,105,59,85,36,45,70,148,Medium Fast,Bug,,0,15
493,413,Wormadam Trash Cloak,4,Normal,Bagworm Pokémon,Bug,Steel,0.5,6.5,Anticipation,,Overcoat,60,69,95,69,95,36,45,70,148,Medium Fast,Bug,,0,15
494,414,Mothim,4,Normal,Moth Pokémon,Bug,Flying,0.9,23.3,Swarm,,Tinted Lens,70,94,50,94,50,66,45,70,148,Medium Fast,Bug,,100,15
495,415,Combee,4,Normal,Tiny Bee Pokémon,Bug,Flying,0.3,5.5,Honey Gather,,Hustle,30,30,42,30,42,70,120,70,49,Medium Slow,Bug,,87.5,15
496,416,Vespiquen,4,Normal,Beehive Pokémon,Bug,Flying,1.2,38.5,Pressure,,Unnerve,70,80,102,80,102,40,45,70,166,Medium Slow,Bug,,0,15
497,417,Pachirisu,4,Normal,EleSquirrel Pokémon,Electric,,0.4,3.9,Run Away,Pickup,Volt Absorb,60,45,70,45,90,95,200,100,142,Medium Fast,Fairy,Field,50,10
498,418,Buizel,4,Normal,Sea Weasel Pokémon,Water,,0.7,29.5,Swift Swim,,Water Veil,55,65,35,60,30,85,190,70,66,Medium Fast,Field,Water 1,50,20
499,419,Floatzel,4,Normal,Sea Weasel Pokémon,Water,,1.1,33.5,Swift Swim,,Water Veil,85,105,55,85,50,115,75,70,173,Medium Fast,Field,Water 1,50,20
500,420,Cherubi,4,Normal,Cherry Pokémon,Grass,,0.4,3.3,Chlorophyll,,,45,35,45,62,53,35,190,70,55,Medium Fast,Fairy,Grass,50,20
501,421,Cherrim,4,Normal,Blossom Pokémon,Grass,,0.5,9.3,Flower Gift,,,70,60,70,87,78,85,75,70,158,Medium Fast,Fairy,Grass,50,20
502,422,Shellos,4,Normal,Sea Slug Pokémon,Water,,0.3,6.3,Sticky Hold,Storm Drain,Sand Force,76,48,48,57,62,34,190,70,65,Medium Fast,Amorphous,Water 1,50,20
503,423,Gastrodon,4,Normal,Sea Slug Pokémon,Water,Ground,0.9,29.9,Sticky Hold,Storm Drain,Sand Force,111,83,68,92,82,39,75,70,166,Medium Fast,Amorphous,Water 1,50,20
504,424,Ambipom,4,Normal,Long Tail Pokémon,Normal,,1.2,20.3,Technician,Pickup,Skill Link,75,100,66,60,66,115,45,100,169,Fast,Field,,50,20
505,425,Drifloon,4,Normal,Balloon Pokémon,Ghost,Flying,0.4,1.2,Aftermath,Unburden,Flare Boost,90,50,34,60,44,70,125,70,70,Fluctuating,Amorphous,,50,30
506,426,Drifblim,4,Normal,Blimp Pokémon,Ghost,Flying,1.2,15,Aftermath,Unburden,Flare Boost,150,80,44,90,54,80,60,70,174,Fluctuating,Amorphous,,50,30
507,427,Buneary,4,Normal,Rabbit Pokémon,Normal,,0.4,5.5,Run Away,Klutz,Limber,55,66,44,44,56,85,190,0,70,Medium Fast,Field,Human-Like,50,20
508,428,Lopunny,4,Normal,Rabbit Pokémon,Normal,,1.2,33.3,Cute Charm,Klutz,Limber,65,76,84,54,96,105,60,140,168,Medium Fast,Field,Human-Like,50,20
509,428,Mega Lopunny,4,Normal,Rabbit Pokémon,Normal,Fighting,1.3,28.3,Scrappy,,,65,136,94,54,96,135,60,140,203,Medium Fast,Field,Human-Like,50,20
510,429,Mismagius,4,Normal,Magical Pokémon,Ghost,,0.9,4.4,Levitate,,,60,60,60,105,105,105,45,35,173,Fast,Amorphous,,50,25
511,430,Honchkrow,4,Normal,Big Boss Pokémon,Dark,Flying,0.9,27.3,Insomnia,Super Luck,Moxie,100,125,52,105,52,71,30,35,177,Medium Slow,Flying,,50,20
512,431,Glameow,4,Normal,Catty Pokémon,Normal,,0.5,3.9,Limber,Own Tempo,Keen Eye,49,55,42,42,37,85,190,70,62,Fast,Field,,25,20
513,432,Purugly,4,Normal,Tiger Cat Pokémon,Normal,,1,43.8,Thick Fat,Own Tempo,Defiant,71,82,64,64,59,112,75,70,158,Fast,Field,,25,20
514,433,Chingling,4,Normal,Bell Pokémon,Psychic,,0.2,0.6,Levitate,,,45,30,50,65,50,45,120,70,57,Fast,Undiscovered,,50,25
515,434,Stunky,4,Normal,Skunk Pokémon,Poison,Dark,0.4,19.2,Stench,Aftermath,Keen Eye,63,63,47,41,41,74,225,70,66,Medium Fast,Field,,50,20
516,435,Skuntank,4,Normal,Skunk Pokémon,Poison,Dark,1,38,Stench,Aftermath,Keen Eye,103,93,67,71,61,84,60,70,168,Medium Fast,Field,,50,20
517,436,Bronzor,4,Normal,Bronze Pokémon,Steel,Psychic,0.5,60.5,Levitate,Heatproof,Heavy Metal,57,24,86,24,86,23,255,70,60,Medium Fast,Mineral,,,20
518,437,Bronzong,4,Normal,Bronze Bell Pokémon,Steel,Psychic,1.3,187,Levitate,Heatproof,Heavy Metal,67,89,116,79,116,33,90,70,175,Medium Fast,Mineral,,,20
519,438,Bonsly,4,Normal,Bonsai Pokémon,Rock,,0.5,15,Sturdy,Rock Head,Rattled,50,80,95,10,45,10,255,70,58,Medium Fast,Undiscovered,,50,20
520,439,Mime Jr.,4,Normal,Mime Pokémon,Psychic,Fairy,0.6,13,Soundproof,Filter,Technician,20,25,45,70,90,60,145,70,62,Medium Fast,Undiscovered,,50,25
521,440,Happiny,4,Normal,Playhouse Pokémon,Normal,,0.6,24.4,Natural Cure,Serene Grace,Friend Guard,100,5,5,15,65,30,130,140,110,Fast,Undiscovered,,0,40
522,441,Chatot,4,Normal,Music Note Pokémon,Normal,Flying,0.5,1.9,Keen Eye,Tangled Feet,Big Pecks,76,65,45,92,42,91,30,35,144,Medium Slow,Flying,,50,20
523,442,Spiritomb,4,Normal,Forbidden Pokémon,Ghost,Dark,1,108,Pressure,,Infiltrator,50,92,108,92,108,35,100,70,170,Medium Fast,Amorphous,,50,30
524,443,Gible,4,Normal,Land Shark Pokémon,Dragon,Ground,0.7,20.5,Sand Veil,,Rough Skin,58,70,45,40,45,42,45,70,60,Slow,Dragon,Monster,50,40
525,444,Gabite,4,Normal,Cave Pokémon,Dragon,Ground,1.4,56,Sand Veil,,Rough Skin,68,90,65,50,55,82,45,70,144,Slow,Dragon,Monster,50,40
526,445,Garchomp,4,Normal,Mach Pokémon,Dragon,Ground,1.9,95,Sand Veil,,Rough Skin,108,130,95,80,85,102,45,70,270,Slow,Dragon,Monster,50,40
527,445,Mega Garchomp,4,Normal,Mach Pokémon,Dragon,Ground,1.9,95,Sand Force,,,108,170,115,120,95,92,45,70,315,Slow,Dragon,Monster,50,40
528,446,Munchlax,4,Normal,Big Eater Pokémon,Normal,,0.6,105,Pickup,Thick Fat,Gluttony,135,85,40,40,85,5,50,70,78,Slow,Undiscovered,,87.5,40
529,447,Riolu,4,Normal,Emanation Pokémon,Fighting,,0.7,20.2,Steadfast,Inner Focus,Prankster,40,70,40,35,40,60,75,70,57,Medium Slow,Undiscovered,,87.5,25
530,448,Lucario,4,Normal,Aura Pokémon,Fighting,Steel,1.2,54,Steadfast,Inner Focus,Justified,70,110,70,115,70,90,45,70,184,Medium Slow,Field,Human-Like,87.5,25
531,448,Mega Lucario,4,Normal,Aura Pokémon,Fighting,Steel,1.3,57.5,Adaptability,,,70,145,88,140,70,112,45,70,219,Medium Slow,Field,Human-Like,87.5,25
532,449,Hippopotas,4,Normal,Hippo Pokémon,Ground,,0.8,49.5,Sand Stream,,Sand Force,68,72,78,38,42,32,140,70,66,Slow,Field,,50,30
533,450,Hippowdon,4,Normal,Heavyweight Pokémon,Ground,,2,300,Sand Stream,,Sand Force,108,112,118,68,72,47,60,70,184,Slow,Field,,50,30
534,451,Skorupi,4,Normal,Scorpion Pokémon,Poison,Bug,0.8,12,Battle Armor,Sniper,Keen Eye,40,50,90,30,55,65,120,70,66,Slow,Bug,Water 3,50,20
535,452,Drapion,4,Normal,Ogre Scorp Pokémon,Poison,Dark,1.3,61.5,Battle Armor,Sniper,Keen Eye,70,90,110,60,75,95,45,70,175,Slow,Bug,Water 3,50,20
536,453,Croagunk,4,Normal,Toxic Mouth Pokémon,Poison,Fighting,0.7,23,Anticipation,Dry Skin,Poison Touch,48,61,40,61,40,50,140,100,60,Medium Fast,Human-Like,,50,10
537,454,Toxicroak,4,Normal,Toxic Mouth Pokémon,Poison,Fighting,1.3,44.4,Anticipation,Dry Skin,Poison Touch,83,106,65,86,65,85,75,70,172,Medium Fast,Human-Like,,50,20
538,455,Carnivine,4,Normal,Bug Catcher Pokémon,Grass,,1.4,27,Levitate,,,74,100,72,90,72,46,200,70,159,Slow,Grass,,50,25
539,456,Finneon,4,Normal,Wing Fish Pokémon,Water,,0.4,7,Swift Swim,Storm Drain,Water Veil,49,49,56,49,61,66,190,70,66,Erratic,Water 2,,50,20
540,457,Lumineon,4,Normal,Neon Pokémon,Water,,1.2,24,Swift Swim,Storm Drain,Water Veil,69,69,76,69,86,91,75,70,161,Erratic,Water 2,,50,20
541,458,Mantyke,4,Normal,Kite Pokémon,Water,Flying,1,65,Swift Swim,Water Absorb,Water Veil,45,20,50,60,120,50,25,70,69,Slow,Undiscovered,,50,25
542,459,Snover,4,Normal,Frost Tree Pokémon,Grass,Ice,1,50.5,Snow Warning,,Soundproof,60,62,50,62,60,40,120,70,67,Slow,Grass,Monster,50,20
543,460,Abomasnow,4,Normal,Frost Tree Pokémon,Grass,Ice,2.2,135.5,Snow Warning,,Soundproof,90,92,75,92,85,60,60,70,173,Slow,Grass,Monster,50,20
544,460,Mega Abomasnow,4,Normal,Frost Tree Pokémon,Grass,Ice,2.7,185,Snow Warning,,,90,132,105,132,105,30,60,70,208,Slow,Grass,Monster,50,20
545,461,Weavile,4,Normal,Sharp Claw Pokémon,Dark,Ice,1.1,34,Pressure,,Pickpocket,70,120,65,45,85,125,45,35,179,Medium Slow,Field,,50,20
546,462,Magnezone,4,Normal,Magnet Area Pokémon,Electric,Steel,1.2,180,Magnet Pull,Sturdy,Analytic,70,70,115,130,90,60,30,70,241,Medium Fast,Mineral,,,20
547,463,Lickilicky,4,Normal,Licking Pokémon,Normal,,1.7,140,Own Tempo,Oblivious,Cloud Nine,110,85,95,80,95,50,30,70,180,Medium Fast,Monster,,50,20
548,464,Rhyperior,4,Normal,Drill Pokémon,Ground,Rock,2.4,282.8,Lightning Rod,Solid Rock,Reckless,115,140,130,55,55,40,30,70,241,Slow,Field,Monster,50,20
549,465,Tangrowth,4,Normal,Vine Pokémon,Grass,,2,128.6,Chlorophyll,Leaf Guard,Regenerator,100,100,125,110,50,50,30,70,187,Medium Fast,Grass,,50,20
550,466,Electivire,4,Normal,Thunderbolt Pokémon,Electric,,1.8,138.6,Motor Drive,,Vital Spirit,75,123,67,95,85,95,30,70,243,Medium Fast,Human-Like,,75,25
551,467,Magmortar,4,Normal,Blast Pokémon,Fire,,1.6,68,Flame Body,,Vital Spirit,75,95,67,125,95,83,30,70,243,Medium Fast,Human-Like,,75,25
552,468,Togekiss,4,Normal,Jubilee Pokémon,Fairy,Flying,1.5,38,Hustle,Serene Grace,Super Luck,85,50,95,120,115,80,30,70,245,Fast,Fairy,Flying,87.5,10
553,469,Yanmega,4,Normal,Ogre Darner Pokémon,Bug,Flying,1.9,51.5,Speed Boost,Tinted Lens,Frisk,86,76,86,116,56,95,30,70,180,Medium Fast,Bug,,50,20
554,470,Leafeon,4,Normal,Verdant Pokémon,Grass,,1,25.5,Leaf Guard,,Chlorophyll,65,110,130,60,65,95,45,35,184,Medium Fast,Field,,87.5,35
555,471,Glaceon,4,Normal,Fresh Snow Pokémon,Ice,,0.8,25.9,Snow Cloak,,Ice Body,65,60,110,130,95,65,45,35,184,Medium Fast,Field,,87.5,35
556,472,Gliscor,4,Normal,Fang Scorp Pokémon,Ground,Flying,2,42.5,Hyper Cutter,Sand Veil,Poison Heal,75,95,125,45,75,95,30,70,179,Medium Slow,Bug,,50,20
557,473,Mamoswine,4,Normal,Twin Tusk Pokémon,Ice,Ground,2.5,291,Oblivious,Snow Cloak,Thick Fat,110,130,80,70,60,80,50,70,239,Slow,Field,,50,20
558,474,Porygon-Z,4,Normal,Virtual Pokémon,Normal,,0.9,34,Adaptability,Download,Analytic,85,80,70,135,75,90,30,70,241,Medium Fast,Mineral,,,20
559,475,Gallade,4,Normal,Blade Pokémon,Psychic,Fighting,1.6,52,Steadfast,,Justified,68,125,65,65,115,80,45,35,233,Slow,Amorphous,Human-Like,100,20
560,475,Mega Gallade,4,Normal,Blade Pokémon,Psychic,Fighting,1.6,56.4,Inner Focus,,,68,165,95,65,115,110,45,35,278,Slow,Amorphous,,100,20
561,476,Probopass,4,Normal,Compass Pokémon,Rock,Steel,1.4,340,Sturdy,Magnet Pull,Sand Force,60,55,145,75,150,40,60,70,184,Medium Fast,Mineral,,50,20
562,477,Dusknoir,4,Normal,Gripper Pokémon,Ghost,,2.2,106.6,Pressure,,Frisk,45,100,135,65,135,45,45,35,236,Fast,Amorphous,,50,25
563,478,Froslass,4,Normal,Snow Land Pokémon,Ice,Ghost,1.3,26.6,Snow Cloak,,Cursed Body,70,80,70,80,70,110,75,70,168,Medium Fast,Fairy,Mineral,0,20
564,479,Rotom,4,Normal,Plasma Pokémon,Electric,Ghost,0.3,0.3,Levitate,,,50,50,77,95,77,91,45,70,154,Medium Fast,Amorphous,,,20
565,479,Heat Rotom,4,Normal,Plasma Pokémon,Electric,Fire,0.3,0.3,Levitate,,,50,65,107,105,107,86,45,70,182,Medium Fast,Amorphous,,,20
566,479,Wash Rotom,4,Normal,Plasma Pokémon,Electric,Water,0.3,0.3,Levitate,,,50,65,107,105,107,86,45,70,182,Medium Fast,Amorphous,,,20
567,479,Frost Rotom,4,Normal,Plasma Pokémon,Electric,Ice,0.3,0.3,Levitate,,,50,65,107,105,107,86,45,70,182,Medium Fast,Amorphous,,,20
568,479,Fan Rotom,4,Normal,Plasma Pokémon,Electric,Flying,0.3,0.3,Levitate,,,50,65,107,105,107,86,45,70,182,Medium Fast,Amorphous,,,20
569,479,Mow Rotom,4,Normal,Plasma Pokémon,Electric,Grass,0.3,0.3,Levitate,,,50,65,107,105,107,86,45,70,182,Medium Fast,Amorphous,,,20
570,480,Uxie,4,Sub Legendary,Knowledge Pokémon,Psychic,,0.3,0.3,Levitate,,,75,75,130,75,130,95,3,140,261,Slow,Undiscovered,,,80
571,481,Mesprit,4,Sub Legendary,Emotion Pokémon,Psychic,,0.3,0.3,Levitate,,,80,105,105,105,105,80,3,140,261,Slow,Undiscovered,,,80
572,482,Azelf,4,Sub Legendary,Willpower Pokémon,Psychic,,0.3,0.3,Levitate,,,75,125,70,125,70,115,3,140,261,Slow,Undiscovered,,,80
573,483,Dialga,4,Legendary,Temporal Pokémon,Steel,Dragon,5.4,683,Pressure,,Telepathy,100,120,120,150,100,90,3,0,306,Slow,Undiscovered,,,120
574,484,Palkia,4,Legendary,Spatial Pokémon,Water,Dragon,4.2,336,Pressure,,Telepathy,90,120,100,150,120,100,3,0,306,Slow,Undiscovered,,,120
575,485,Heatran,4,Sub Legendary,Lava Dome Pokémon,Fire,Steel,1.7,430,Flash Fire,,Flame Body,91,90,106,130,106,77,3,100,270,Slow,Undiscovered,,50,10
576,486,Regigigas,4,Sub Legendary,Colossal Pokémon,Normal,,3.7,420,Slow Start,,,110,160,110,80,110,100,3,0,302,Slow,Undiscovered,,,120
577,487,Giratina Altered Forme,4,Legendary,Renegade Pokémon,Ghost,Dragon,4.5,750,Pressure,,Telepathy,150,100,120,100,120,90,3,0,306,Slow,Undiscovered,,,120
578,487,Giratina Origin Forme,4,Legendary,Renegade Pokémon,Ghost,Dragon,6.9,650,Levitate,,,150,120,100,120,100,90,3,0,306,Slow,Undiscovered,,,120
579,488,Cresselia,4,Sub Legendary,Lunar Pokémon,Psychic,,1.5,85.6,Levitate,,,120,70,120,75,130,85,3,100,270,Slow,Undiscovered,,0,120
580,489,Phione,4,Mythical,Sea Drifter Pokémon,Water,,0.4,3.1,Hydration,,,80,80,80,80,80,80,30,70,216,Slow,Fairy,Water 1,,40
581,490,Manaphy,4,Mythical,Seafaring Pokémon,Water,,0.3,1.4,Hydration,,,100,100,100,100,100,100,3,70,270,Slow,Fairy,Water 1,,10
582,491,Darkrai,4,Mythical,Pitch-Black Pokémon,Dark,,1.5,50.5,Bad Dreams,,,70,90,90,135,90,125,3,0,270,Slow,Undiscovered,,,120
583,492,Shaymin Land Forme,4,Mythical,Gratitude Pokémon,Grass,,0.2,2.1,Natural Cure,,,100,100,100,100,100,100,45,100,270,Medium Slow,Undiscovered,,,120
584,492,Shaymin Sky Forme,4,Mythical,Gratitude Pokémon,Grass,Flying,0.4,5.2,Serene Grace,,,100,103,75,120,75,127,45,100,270,Medium Slow,Undiscovered,,,120
585,493,Arceus,4,Mythical,Alpha Pokémon,Normal,,3.2,320,Multitype,,,120,120,120,120,120,120,3,0,324,Slow,Undiscovered,,,120
586,494,Victini,5,Mythical,Victory Pokémon,Psychic,Fire,0.4,4,Victory Star,,,100,100,100,100,100,100,3,100,270,Slow,Undiscovered,,,120
587,495,Snivy,5,Normal,Grass Snake Pokémon,Grass,,0.6,8.1,Overgrow,,Contrary,45,45,55,45,55,63,45,70,62,Medium Slow,Field,Grass,87.5,20
588,496,Servine,5,Normal,Grass Snake Pokémon,Grass,,0.8,16,Overgrow,,Contrary,60,60,75,60,75,83,45,70,145,Medium Slow,Field,Grass,87.5,20
589,497,Serperior,5,Normal,Regal Pokémon,Grass,,3.3,63,Overgrow,,Contrary,75,75,95,75,95,113,45,70,238,Medium Slow,Field,Grass,87.5,20
590,498,Tepig,5,Normal,Fire Pig Pokémon,Fire,,0.5,9.9,Blaze,,Thick Fat,65,63,45,45,45,45,45,70,62,Medium Slow,Field,,87.5,20
591,499,Pignite,5,Normal,Fire Pig Pokémon,Fire,Fighting,1,55.5,Blaze,,Thick Fat,90,93,55,70,55,55,45,70,146,Medium Slow,Field,,87.5,20
592,500,Emboar,5,Normal,Mega Fire Pig Pokémon,Fire,Fighting,1.6,150,Blaze,,Reckless,110,123,65,100,65,65,45,70,238,Medium Slow,Field,,87.5,20
593,501,Oshawott,5,Normal,Sea Otter Pokémon,Water,,0.5,5.9,Torrent,,Shell Armor,55,55,45,63,45,45,45,70,62,Medium Slow,Field,,87.5,20
594,502,Dewott,5,Normal,Discipline Pokémon,Water,,0.8,24.5,Torrent,,Shell Armor,75,75,60,83,60,60,45,70,145,Medium Slow,Field,,87.5,20
595,503,Samurott,5,Normal,Formidable Pokémon,Water,,1.5,94.6,Torrent,,Shell Armor,95,100,85,108,70,70,45,70,238,Medium Slow,Field,,87.5,20
596,504,Patrat,5,Normal,Scout Pokémon,Normal,,0.5,11.6,Run Away,Keen Eye,Analytic,45,55,39,35,39,42,255,70,51,Medium Fast,Field,,50,15
597,505,Watchog,5,Normal,Lookout Pokémon,Normal,,1.1,27,Illuminate,Keen Eye,Analytic,60,85,69,60,69,77,255,70,147,Medium Fast,Field,,50,20
598,506,Lillipup,5,Normal,Puppy Pokémon,Normal,,0.4,4.1,Vital Spirit,Pickup,Run Away,45,60,45,25,45,55,255,70,55,Medium Slow,Field,,50,15
599,507,Herdier,5,Normal,Loyal Dog Pokémon,Normal,,0.9,14.7,Intimidate,Sand Rush,Scrappy,65,80,65,35,65,60,120,70,130,Medium Slow,Field,,50,15
600,508,Stoutland,5,Normal,Big-Hearted Pokémon,Normal,,1.2,61,Intimidate,Sand Rush,Scrappy,85,110,90,45,90,80,45,70,225,Medium Slow,Field,,50,15
601,509,Purrloin,5,Normal,Devious Pokémon,Dark,,0.4,10.1,Limber,Unburden,Prankster,41,50,37,50,37,66,255,70,56,Medium Fast,Field,,50,20
602,510,Liepard,5,Normal,Cruel Pokémon,Dark,,1.1,37.5,Limber,Unburden,Prankster,64,88,50,88,50,106,90,70,156,Medium Fast,Field,,50,20
603,511,Pansage,5,Normal,Grass Monkey Pokémon,Grass,,0.6,10.5,Gluttony,,Overgrow,50,53,48,53,48,64,190,70,63,Medium Fast,Field,,87.5,20
604,512,Simisage,5,Normal,Thorn Monkey Pokémon,Grass,,1.1,30.5,Gluttony,,Overgrow,75,98,63,98,63,101,75,70,174,Medium Fast,Field,,87.5,20
605,513,Pansear,5,Normal,High Temp Pokémon,Fire,,0.6,11,Gluttony,,Blaze,50,53,48,53,48,64,190,70,63,Medium Fast,Field,,87.5,20
606,514,Simisear,5,Normal,Ember Pokémon,Fire,,1,28,Gluttony,,Blaze,75,98,63,98,63,101,75,70,174,Medium Fast,Field,,87.5,20
607,515,Panpour,5,Normal,Spray Pokémon,Water,,0.6,13.5,Gluttony,,Torrent,50,53,48,53,48,64,190,70,63,Medium Fast,Field,,87.5,20
608,516,Simipour,5,Normal,Geyser Pokémon,Water,,1,29,Gluttony,,Torrent,75,98,63,98,63,101,75,70,174,Medium Fast,Field,,87.5,20
609,517,Munna,5,Normal,Dream Eater Pokémon,Psychic,,0.6,23.3,Forewarn,Synchronize,Telepathy,76,25,45,67,55,24,190,70,58,Fast,Field,,50,10
610,518,Musharna,5,Normal,Drowsing Pokémon,Psychic,,1.1,60.5,Forewarn,Synchronize,Telepathy,116,55,85,107,95,29,75,70,170,Fast,Field,,50,10
611,519,Pidove,5,Normal,Tiny Pigeon Pokémon,Normal,Flying,0.3,2.1,Big Pecks,Super Luck,Rivalry,50,55,50,36,30,43,255,70,53,Medium Slow,Flying,,50,15
612,520,Tranquill,5,Normal,Wild Pigeon Pokémon,Normal,Flying,0.6,15,Big Pecks,Super Luck,Rivalry,62,77,62,50,42,65,120,70,125,Medium Slow,Flying,,50,15
613,521,Unfezant,5,Normal,Proud Pokémon,Normal,Flying,1.2,29,Big Pecks,Super Luck,Rivalry,80,115,80,65,55,93,45,70,220,Medium Slow,Flying,,50,15
